block,source,speaker_key,rows_dual_scored,rows_text_total,hours,hours_audio_lev,text_mean_prob,text_full_vote_frac,text_full_vote_lb,audio_mean_prob,audio_vote_frac,audio_vote_lb,combined_prob,combined_vote_lb
train,masc_c,HaBjfsJSYKk,7,19,0.00601111111111111,0.00601111111111111,0.9694990515708923,0.6842105263157895,0.4601001017506463,0.8798328382628304,1.0,0.6456611570247934,0.8529971022367404,0.2970687640435475
train,masc_c,t4EYkZLI6fw,13,31,0.00968888888888889,0.009111111111111111,0.9220409026512733,0.6129032258064516,0.43823801141131963,0.9248286393972543,0.9230769230769231,0.6668546607175265,0.8527298334675933,0.29224106041321907
train,masc_c,frYRotHMCCI,1,24,0.0007333055555555555,0.0007333055555555555,0.9872844219207764,0.08333333333333333,0.023158327842973517,0.8618300557136536,1.0,0.20654329147389294,0.850871388349205,0.00478319725771925
train,masc_c,aoPKcxkMlYc,18,42,0.012605583333333333,0.012011111111111111,0.9260849787129296,0.7857142857142857,0.6405986210195627,0.9182492119208392,0.9444444444444444,0.7424220019799247,0.8503768018748747,0.4755945106829228
train,masc_c,dsgoB3d2Ujo,1,5,0.0006541666666666666,0.0006541666666666666,0.9453346133232117,0.2,0.036223160969787456,0.896003246307373,1.0,0.20654329147389294,0.8470228823843229,0.007481650894288553
train,masc_c,M5POzG62Ix4,12,32,0.010172222222222221,0.010172222222222221,0.8828413635492325,0.5625,0.3932530203122613,0.9560519307851791,1.0,0.7574992425007574,0.844042190198264,0.29788886499767286
train,masc_c,IEgg3A2Oztg,18,37,0.013222277777777777,0.011177833333333333,0.9762930108441247,0.8108108108108109,0.6579498842904441,0.8623970115246872,0.8333333333333334,0.6077750036164077,0.8419521749244121,0.39988549330403966
train,masc_c,4hD_JLhgGH8,23,68,0.016555583333333332,0.014805583333333332,0.9338718108508898,0.45588235294117646,0.34304690695364476,0.9009037395615292,0.9130434782608695,0.7320359570190598,0.8413286066666638,0.25112267083423967
train,masc_c,moVr5Om2Xqg,9,34,0.006788888888888889,0.006788888888888889,0.9075475202666389,0.47058823529411764,0.31451251633111366,0.9241628646850586,1.0,0.7008472464490406,0.8387217161674383,0.2204252310444199
train,masc_c,BhnGcYQNrg0,4,17,0.00761111111111111,0.00761111111111111,0.8458153605461121,0.23529411764705882,0.09554889071675943,0.9914583116769791,1.0,0.5100999795960008,0.8385906693575036,0.0487394872050395
train,masc_c,uR_Ii6B1_To,16,22,0.014899999999999997,0.013205555555555555,0.9588021710515022,0.8636363636363636,0.6666458812053,0.8734372351318598,0.875,0.6397666856325172,0.8374535173216486,0.42649782590928353
train,masc_c,6mBjw08qVYg,26,42,0.025355527777777775,0.02173886111111111,0.9761589329976302,0.6190476190476191,0.46813768219996377,0.8555261324374721,0.8461538461538461,0.6646841558168644,0.8351294765917521,0.31116370009914646
train,masc_c,dEofWxaL7e8,21,34,0.024838888888888893,0.02008333333333333,0.9923087159792582,0.6764705882352942,0.5084258404811939,0.8410119790406454,0.8095238095238095,0.599990134607267,0.8345435170449976,0.3050504884681244
train,masc_c,K43Vd3JPcmw,8,60,0.010727777777777777,0.010727777777777777,0.8589165210723877,0.13333333333333333,0.06914026978309641,0.9711833447217941,1.0,0.6755843804891231,0.8341654197718888,0.046710086328264025
train,masc_c,pKx_zIHRvRI,8,23,0.005522222222222223,0.004861111111111111,0.9922690689563751,0.7391304347826086,0.5352960945624944,0.8392857704311609,0.875,0.5291051942301385,0.832797310014062,0.28322794408412316
train,masc_c,3oVddXcq3wk,1,21,0.0007555555555555556,0.0007555555555555556,0.8411674499511719,0.19047619047619047,0.07667440615177303,0.989986002445221,1.0,0.20654329147389294,0.8327440011642011,0.015836584218393308
train,qasr,E28D7397-1991-4847-8DDA-8452500CDB69,115,502,0.13549177777777782,0.12273900000000001,0.923533891076627,0.25298804780876494,0.21693296794694122,0.899833708961808,0.9304347826086956,0.8687098549854324,0.8310269265594117,0.18845180712674678
train,masc_c,ypg_W37FfFs,2,10,0.001511111111111111,0.001511111111111111,0.8344862461090088,0.2,0.05668094798069328,0.9952042698860168,1.0,0.3423719528896193,0.8304842752888391,0.019405966851784882
train,masc_c,Ik2YaMERzCo,4,17,0.0033611111111111116,0.0033611111111111116,0.8956606537103653,0.4117647058823529,0.21610786039131383,0.9240624308586121,1.0,0.5100999795960008,0.8276463608920137,0.11023661517614458
train,masc_c,2dg5v9_HVKg,6,22,0.004755555555555556,0.004755555555555556,0.9334089855353037,0.3181818181818182,0.16360387354692477,0.8857491413752238,1.0,0.6096569663469354,0.8267662074898139,0.0997422412292258
train,masc_c,Kj9lZyq9Ke0,1,11,0.001161111111111111,0.001161111111111111,0.8441746234893799,0.09090909090909091,0.016231752262825985,0.9750561714172363,1.0,0.20654329147389294,0.8231176763871417,0.003352559538752889
train,masc_c,mLHZoNybOWw,4,36,0.005838888888888889,0.005838888888888889,0.8240929692983627,0.1111111111111111,0.044065689087418335,0.9975663125514984,1.0,0.5100999795960008,0.8220873845825829,0.02247790710437581
train,masc_c,Z4K_oxNHg3s,4,21,0.007716666666666666,0.007716666666666666,0.8367649614810944,0.19047619047619047,0.07667440615177303,0.9817240685224533,1.0,0.5100999795960008,0.8214723023822539,0.039111613013554904
train,masc_c,1b6hg0cGFUQ,3,22,0.00277225,0.00277225,0.9332714676856995,0.18181818181818182,0.0730676602410512,0.8781748215357462,1.0,0.4384939195509822,0.8195755045792931,0.032039724731518004
train,masc_c,8wyz6rRlGRM,24,32,0.030861111111111113,0.02693888888888889,0.9577793454130491,0.8125,0.6469050424507756,0.8540278220316395,0.875,0.6899571185214244,0.8179702083499957,0.4463367390463169
train,masc_c,wbcs4ggCD0Q,30,39,0.04057772222222221,0.03369994444444444,0.9582765400409698,0.7948717948717948,0.6446572703687137,0.8526026089054842,0.8333333333333334,0.6643529481431982,0.8170290780918517,0.42827995811140174
train,masc_c,Dztcs63vjO0,14,21,0.014455555555555555,0.011733333333333333,0.9290742788996015,0.7142857142857143,0.5004322617716241,0.8753127997208919,0.8571428571428571,0.600580922361363,0.813230608212279,0.30055006935418505
train,masc_c,dV10JUEWG38,1,56,0.0013,0.0013,0.8414720296859741,0.03571428571428571,0.009849218502577643,0.965519905090332,1.0,0.20654329147389294,0.8124579942385708,0.0020342900079679534
train,masc_c,c4RU1TFdvyc,7,16,0.006477777777777778,0.005377777777777777,0.9499897871698652,0.5,0.2799923761135083,0.8550476453133992,0.8571428571428571,0.4868654966809702,0.8122865305913705,0.13631862726338823
train,masc_c,BKTznTyb6tk,6,14,0.0059277777777777775,0.0059277777777777775,0.8515491187572479,0.6428571428571429,0.3876400468214041,0.9523217380046844,1.0,0.6096569663469354,0.8109487367712598,0.23632745497972127
train,masc_c,xnXsxRVOtQU,43,63,0.05553333333333333,0.050883333333333336,0.9319869765015536,0.7142857142857143,0.5929704958526203,0.8696173203372678,0.9069767441860465,0.7839701160146731,0.8104720170945132,0.464871148426857
train,masc_c,pw_IkwVgZAg,7,20,0.0056388888888888895,0.0056388888888888895,0.8811262164797101,0.5,0.2992949144298199,0.9197907745838165,1.0,0.6456611570247934,0.8104517651619801,0.19324310074239406
train,masc_c,JK9YoPhBFoA,21,33,0.029708305555555554,0.024368583333333332,0.9899021273567563,0.6666666666666666,0.49607581799949974,0.8182803986904522,0.8095238095238095,0.599990134607267,0.8100175074380134,0.29764059681692995
train,masc_c,vECdiATxIIE,44,85,0.05662777777777778,0.04931111111111111,0.9376313957301053,0.5529411764705883,0.44723871211307475,0.8621297843373296,0.8636363636363636,0.7329026247825904,0.808359952988705,0.3277824260120578
train,masc_c,1uAaSlbZXhE,4,6,0.0028111111111111114,0.0028111111111111114,0.9622934013605118,0.6666666666666666,0.2999883213415286,0.8387997448444366,1.0,0.5100999795960008,0.8071714595266823,0.15302403659535227
train,masc_c,NDh39T_wNEk,27,181,0.03576111111111111,0.03576111111111111,0.8256218433380127,0.16022099447513813,0.11393241437978731,0.9772224956088595,1.0,0.8754409628553642,0.8068162381759596,0.09974110254507734
train,masc_c,GKlqne3n_tU,9,26,0.007316666666666667,0.007316666666666667,0.9029687510596381,0.5769230769230769,0.3894829692111983,0.8929405046833886,1.0,0.7008472464490406,0.8062973722845224,0.2729680665104648
train,masc_c,4REiPp6W6N0,9,24,0.006461111111111111,0.006461111111111111,0.8420775267812941,0.7083333333333334,0.5083193634129031,0.9567428959740533,1.0,0.7008472464490406,0.8056516916074037,0.3562542261646623
train,masc_c,BOz5Bbbxhwc,16,100,0.018933333333333333,0.018933333333333333,0.8290362060070038,0.16,0.10095202349473717,0.971110787242651,1.0,0.8063865817272801,0.805086002668122,0.08140635714437316
train,masc_c,HWd6z6RAlY4,2,26,0.0013333333333333335,0.0013333333333333335,0.9893558621406555,0.07692307692307693,0.021354639183375553,0.8133757710456848,1.0,0.3423719528896193,0.8047180872072239,0.0073112295204654735
train,masc_c,MjW2h1CENTI,12,28,0.016911138888888892,0.01451113888888889,0.9775230387846628,0.4642857142857143,0.2953130373965958,0.8226142321461035,0.8333333333333334,0.5519636426153274,0.8041243639549712,0.1630020598332214
train,masc_c,flmgf7gaM4o,7,13,0.005694472222222223,0.005033361111111111,0.9712838275091988,0.7692307692307693,0.49743126004873084,0.827663263838206,0.8571428571428571,0.4868654966809702,0.8038959427895286,0.24218211748826618
train,masc_c,NXMYzfN8nb4,14,32,0.015744444444444443,0.01175,0.9973554994378772,0.53125,0.3644923793257382,0.8056106856758041,0.7857142857142857,0.5241027622679172,0.8034802477646822,0.19103146283022485
train,qasr,60645756-8728-4C8F-9BD8-65E139BFE7D3,280,427,0.34521113888888866,0.2951889166666667,0.9413471543363162,0.7400468384074942,0.6964345936247087,0.8531178092912471,0.8607142857142858,0.8152564424799744,0.8030800220899476,0.5677727892184667
train,masc_c,0OUv-LIOe5Q,22,28,0.024200055555555558,0.020677833333333336,0.9725319390947168,0.8214285714285714,0.644082084514089,0.8246482865546237,0.8636363636363636,0.6666458812053,0.8019967971941039,0.42937466879944136
train,qasr,90034D30-C253-46AC-97C2-82D878ABBE09,204,505,0.24943349999999986,0.22601124999999989,0.9235151883433846,0.44356435643564357,0.40082145594794527,0.8665600692794553,0.8872549019607843,0.8365060297109271,0.8002813855914725,0.335289564737969
train,masc_c,J80VmQPdEVc,20,30,0.024100000000000003,0.021605555555555555,0.97645423412323,0.7666666666666667,0.5907132766967573,0.8160217411554186,0.85,0.6395767041130426,0.7968078842878189,0.3778064505855278
train,masc_c,8ZHJCYixUUw,36,226,0.04135861111111112,0.03951388888888888,0.8683724436495039,0.19911504424778761,0.15227247596383414,0.9174036086931463,0.9444444444444444,0.8185502589238879,0.7966480134937407,0.12464267462717793
train,masc_c,YDGF-ImzXls,12,20,0.011450000000000002,0.009600000000000001,0.9833313872416815,0.75,0.5312949900419365,0.8080383758836737,0.8333333333333334,0.5519636426153274,0.794569497102208,0.29325551800682137
train,masc_c,dNiyEVOo8YY,14,33,0.012516666666666666,0.011077777777777777,0.8938871536936078,0.6363636363636364,0.46615872621534094,0.88519636541605,0.8571428571428571,0.600580922361363,0.7912656595416797,0.2799660377572075
train,masc_c,lNcis1IgBSo,40,62,0.050161111111111115,0.04466666666666667,0.9515791699290276,0.6774193548387096,0.5536785443578454,0.8312718169530854,0.875,0.7388757932976185,0.7910209455616115,0.4090996736942737
train,masc_c,1yWU5Q5KOiI,19,31,0.019255555555555554,0.0167,0.9422511866218165,0.7741935483870968,0.6018723994130262,0.8392085784825644,0.8421052631578947,0.6243407235682331,0.7907452788984041,0.37577344934527734
train,qasr,685676B5-AABD-4A50-A9AF-3442E09F4176,137,303,0.1873862777777778,0.16659736111111118,0.9017912841191257,0.46534653465346537,0.40996724289018105,0.8759809205560082,0.8759124087591241,0.8102535920218157,0.7899519592120564,0.3321774311630494
train,masc_c,fkldq2_4-z4,1,7,0.0007777777777777777,0.0007777777777777777,0.9930983185768127,0.14285714285714285,0.02567895594897479,0.7938676476478577,1.0,0.20654329147389294,0.7883886260516171,0.005303816083314357
train,masc_c,kdSCIjU0Efw,2,14,0.0020555555555555553,0.0020555555555555553,0.8609868586063385,0.21428571428571427,0.07571248336916371,0.9108719229698181,1.0,0.3423719528896193,0.7842487555504984,0.025921830789223402
train,masc_c,dDsZD0LzVrI,103,362,0.19869175000000003,0.1845389722222223,0.8709960140070869,0.3259668508287293,0.27972688617007374,0.8994154188826057,0.912621359223301,0.8422209571522518,0.7833872447832639,0.2355918458113785
train,qasr,1E324127-7424-4410-835E-F6B8D4604FCF,130,355,0.16040288888888893,0.14087788888888894,0.9328883340725532,0.39436619718309857,0.34491830887243535,0.8394185416803409,0.8615384615384616,0.7917339909033763,0.7830837649377853,0.2730835492192167
train,masc_c,LzRF_Xsik9Q,18,41,0.01921111111111111,0.015988888888888886,0.9539285004138947,0.4878048780487805,0.34254187239935696,0.8204884284124192,0.8333333333333334,0.6077750036164077,0.7826872961224122,0.20818838773629023
train,masc_c,M4WddGEbvug,30,50,0.037000000000000005,0.03350555555555555,0.9166946609814962,0.64,0.5014076201030194,0.852570079639554,0.8666666666666667,0.7031831605558306,0.7815464401181482,0.3525813950308184
train,masc_c,I_WLwP-hNiY,9,19,0.009333333333333334,0.008544444444444445,0.8782941500345866,0.47368421052631576,0.2732950548744854,0.8883184022787545,0.8888888888888888,0.5649937852319398,0.7802048560895006,0.1544100075387062
train,masc_c,s_FuQQS0-yU,20,35,0.017283333333333335,0.015488888888888885,0.8884862244129181,0.8,0.6410806339053748,0.8744892598828301,0.9,0.6989617935882066,0.7769716608029429,0.4480908697091653
train,masc_c,KGrQW3lPSAw,15,72,0.018811083333333332,0.01737775,0.8582877198855082,0.20833333333333334,0.1305194089904011,0.9051038483778636,0.9333333333333333,0.7018292244757601,0.7768395182838354,0.09160233559076776
train,masc_c,kdYGvbcdHAA,16,30,0.024755499999999993,0.021188861111111106,0.9725107550621033,0.6333333333333333,0.4551324643360493,0.7983988723899529,0.8125,0.5699064013154177,0.7764514902286849,0.25938290487157556
train,masc_c,6RkY30bYRJI,17,32,0.015188888888888887,0.012688888888888888,0.9121552916134105,0.625,0.4525410058952512,0.8509051874827813,0.8235294117647058,0.5897007098262422,0.7761576694237201,0.2668637524019113
train,masc_c,bIoajL5YpSU,7,27,0.005938888888888889,0.0049388888888888885,0.9117967741830009,0.3333333333333333,0.1864305444359335,0.8499855005315372,0.8571428571428571,0.4868654966809702,0.775014037486979,0.09076659961330444
train,qasr,4DBD0D76-3106-47EF-8D74-FB01E24B66E1,286,547,0.34208619444444427,0.2975917499999999,0.9381548683126489,0.5722120658135283,0.5303877486496156,0.8254408137819899,0.8426573426573427,0.7959501071592258,0.7743913179535284,0.422162185373602
train,masc_c,FzJkfYbGwHQ,9,18,0.008249999999999999,0.006199999999999999,0.9239582816759745,0.5,0.2903070395897999,0.8379526204533048,0.7777777777777778,0.4525833436728054,0.7742332633199155,0.13138813066930513
train,qasr,858ED536-E96B-4F65-87A5-F2BBA2B1F847,112,282,0.1581611666666666,0.13869724999999997,0.9136532529124192,0.41843971631205673,0.36233705257152,0.8459662657312167,0.8571428571428571,0.7804840379293225,0.7729198305394981,0.2827982858824291
train,masc_c,I2XkOLUFRF8,27,35,0.035777777777777776,0.02956111111111111,0.9656914671262106,0.8,0.6410806339053748,0.7996497393835819,0.7777777777777778,0.5924270453692919,0.7722149300124231,0.37979350578803395
train,masc_c,53oSBH12n5w,1,26,0.0018888888888888887,0.0018888888888888887,0.9864411950111389,0.07692307692307693,0.021354639183375553,0.7805989980697632,1.0,0.20654329147389294,0.7700150084804349,0.004410657465171752
train,masc_c,_r558PWcKRM,26,33,0.03462222222222222,0.027394444444444443,0.9480926738335536,0.8484848484848485,0.6907978686153953,0.8116042969945388,0.8076923076923077,0.6212336384535001,0.7694760880323539,0.42914687335586493
train,masc_c,jFdqM1D6v_I,10,21,0.009322222222222223,0.00803888888888889,0.9354305505752564,0.6666666666666666,0.45373075657210293,0.8218280782457441,0.8,0.49015684672072346,0.7687630917116213,0.22239923690159014
train,masc_c,0ZeXjccLbsM,22,49,0.020088888888888885,0.017377777777777773,0.9220697988163341,0.6326530612244898,0.4926681138688987,0.8259069547903809,0.8636363636363636,0.6666458812053,0.7615438596445777,0.32843516891188507
train,masc_c,pNQI5PfZIrw,13,63,0.018183333333333333,0.016305555555555556,0.8488608965506921,0.2222222222222222,0.13724883861823153,0.894460334120175,0.9230769230769231,0.6668546607175265,0.7592724011502834,0.09152502771063534
train,qasr,AB8EA164-2625-40E6-8379-1935493DF044,98,218,0.12730563888888893,0.10670008333333333,0.905190994544905,0.4908256880733945,0.4251986723738823,0.8383456809376129,0.8469387755102041,0.762709561432064,0.7588629607003434,0.32430309292777965
train,qasr,BA1C445F-D37D-4B88-AAB4-56BA823E2B9B,32,233,0.03446666666666667,0.03071944444444445,0.8976405076682568,0.1630901287553648,0.12118633553166609,0.8440309158668242,0.875,0.7193135021517204,0.7576363398063998,0.0871709674242162
train,masc_c,L55HxYl8fFs,36,59,0.04587772222222221,0.03568883333333333,0.9602265109618505,0.6271186440677966,0.49953356682142125,0.7887403422759639,0.7777777777777778,0.6191498017214091,0.7573693869185045,0.3092861088506712
